run_id,returncode,first_tcp,second_tcp,topology,queue,base_rtt,ecn,rng_run,stop_time,first_start_time,second_start_time,second_start_jitter,link_rate,throughput_mean_mbps,throughput_p05_mbps,throughput_p95_mbps,second_throughput_mean_mbps,total_throughput_mean_mbps,jain_fairness,ping_rtt_mean_ms,ping_rtt_p95_ms,queue_delay_mean_ms,queue_delay_p95_ms,queue_delay_max_ms,cwnd_mean_segments,drop_count,mark_count,elapsed_wall_seconds,git_commit
topology-single-bottleneck_tcp-cubic-vs-reno_queue-codel_rtt-10ms_ecn-1_run-1,0,cubic,reno,single-bottleneck,codel,10ms,1,1,24s,5s,10s,5s,50Mbps,11.010585,6.60288,14.430785,37.113687500000005,48.124272500000004,0.7726727496747913,14.692037142857144,17.64217,3.971727879066067,6.960000000000001,8.16,15.177943617021276,0,24,20.16728711128235,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
topology-two-bottleneck_tcp-cubic-vs-reno_queue-codel_rtt-10ms_ecn-1_run-1,0,cubic,reno,two-bottleneck,codel,10ms,1,1,24s,5s,10s,5s,50Mbps,18.265065,14.6509,21.129234999999994,29.688350000000003,47.95341500000001,0.9463002928750918,14.902608571428573,17.0751,3.8984834427425237,6.48,7.68,23.65377887323944,0,22,319.4546220302582,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
