first_tcp,second_tcp,topology,queue,base_rtt,ecn,stop_time,first_start_time,second_start_time,second_start_jitter,link_rate,git_commit,n_runs,throughput_mean_mbps_mean,throughput_mean_mbps_ci95,second_throughput_mean_mbps_mean,second_throughput_mean_mbps_ci95,total_throughput_mean_mbps_mean,total_throughput_mean_mbps_ci95,jain_fairness_mean,jain_fairness_ci95,ping_rtt_mean_ms_mean,ping_rtt_mean_ms_ci95,ping_rtt_p95_ms_mean,ping_rtt_p95_ms_ci95,queue_delay_mean_ms_mean,queue_delay_mean_ms_ci95,queue_delay_p95_ms_mean,queue_delay_p95_ms_ci95,queue_delay_max_ms_mean,queue_delay_max_ms_ci95,cwnd_mean_segments_mean,cwnd_mean_segments_ci95,drop_count_mean,drop_count_ci95,mark_count_mean,mark_count_ci95,elapsed_wall_seconds_mean,elapsed_wall_seconds_ci95
cubic,reno,single-bottleneck,codel,10ms,1,24s,5s,10s,5s,50Mbps,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f,1,11.010585,nan,37.113687500000005,nan,48.124272500000004,nan,0.7726727496747913,nan,14.692037142857144,nan,17.64217,nan,3.971727879066067,nan,6.960000000000001,nan,8.16,nan,15.177943617021276,nan,0.0,nan,24.0,nan,20.16728711128235,nan
cubic,reno,two-bottleneck,codel,10ms,1,24s,5s,10s,5s,50Mbps,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f,1,18.265065,nan,29.688350000000003,nan,47.95341500000001,nan,0.9463002928750918,nan,14.902608571428573,nan,17.0751,nan,3.8984834427425237,nan,6.48,nan,7.68,nan,23.65377887323944,nan,0.0,nan,22.0,nan,319.4546220302582,nan
