run_id,returncode,first_tcp,second_tcp,queue,base_rtt,ecn,rng_run,stop_time,link_rate,throughput_mean_mbps,throughput_p05_mbps,throughput_p95_mbps,second_throughput_mean_mbps,ping_rtt_mean_ms,ping_rtt_p95_ms,queue_delay_mean_ms,queue_delay_p95_ms,queue_delay_max_ms,cwnd_mean_segments,drop_count,mark_count,elapsed_wall_seconds,git_commit
tcp-cubic_queue-pie_rtt-80ms_ecn-1_run-2,0,cubic,,pie,80ms,1,2,40s,50Mbps,31.737066533333333,7.011216000000001,48.1894,nan,80.7343727586207,84.11143999999999,0.8340895399684728,5.04,6.0,273.51605957108814,19,0,16.8437659740448,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-pie_rtt-80ms_ecn-1_run-3,0,cubic,,pie,80ms,1,3,40s,50Mbps,31.737066533333333,7.011216000000001,48.1894,nan,80.7343727586207,84.11143999999999,0.8340895399684728,5.04,6.0,273.51605957108814,19,0,921.8374111652374,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-10ms_ecn-0_run-1,0,cubic,,red,10ms,0,1,40s,50Mbps,47.404792,43.43421,48.1894,nan,11.000120344827586,12.344515000000001,0.46878307878590875,1.68,4.8,52.36770485436893,9,0,27.42907190322876,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-10ms_ecn-0_run-2,0,cubic,,red,10ms,0,2,40s,50Mbps,47.54418533333333,43.9034,48.1894,nan,11.006175862068966,12.324000000000002,0.456226910175177,1.44,4.56,52.48162346570397,8,0,952.8034479618073,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-10ms_ecn-0_run-3,0,cubic,,red,10ms,0,3,40s,50Mbps,47.492443333333334,43.770174999999995,48.1894,nan,10.916104827586206,12.267905,0.4308906990250312,1.44,4.56,52.35784319419238,8,0,27.967414140701294,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-10ms_ecn-1_run-1,0,cubic,,red,10ms,1,1,40s,50Mbps,47.433366666666664,43.602165,48.1894,nan,10.963014827586207,12.174655000000001,0.46187039254780454,1.44,2.4,46.62568227848101,0,9,733.5340919494629,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-10ms_ecn-1_run-2,0,cubic,,red,10ms,1,2,40s,50Mbps,47.500165333333335,43.523955,48.1894,nan,10.924850344827586,12.141855,0.4379852962977981,1.44,2.4,46.647341242937856,0,8,2963.871803045273,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-10ms_ecn-1_run-3,0,cubic,,red,10ms,1,3,40s,50Mbps,47.47699866666667,43.544264999999996,48.1894,nan,10.989041034482758,12.251014999999999,0.5064096868040826,1.68,2.64,43.11429749003984,0,10,35.91954278945923,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-50ms_ecn-0_run-1,0,cubic,,red,50ms,0,1,40s,50Mbps,37.77890133333333,12.536755,48.1894,nan,50.46413413793104,51.948285,0.24032277275027839,1.2,4.8,179.3516213592233,6,0,26.117034912109375,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-50ms_ecn-0_run-2,0,cubic,,red,50ms,0,2,40s,50Mbps,37.767702666666665,12.536755,48.1894,nan,50.45042310344827,51.727450000000005,0.2364534337666545,1.2,5.06048,179.14670319001388,5,0,25.351269006729126,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
