first_tcp,second_tcp,topology,queue,base_rtt,ecn,stop_time,link_rate,git_commit,n_runs,throughput_mean_mbps_mean,throughput_mean_mbps_ci95,ping_rtt_mean_ms_mean,ping_rtt_mean_ms_ci95,ping_rtt_p95_ms_mean,ping_rtt_p95_ms_ci95,queue_delay_mean_ms_mean,queue_delay_mean_ms_ci95,queue_delay_p95_ms_mean,queue_delay_p95_ms_ci95,queue_delay_max_ms_mean,queue_delay_max_ms_ci95,cwnd_mean_segments_mean,cwnd_mean_segments_ci95,drop_count_mean,drop_count_ci95,mark_count_mean,mark_count_ci95,elapsed_wall_seconds_mean,elapsed_wall_seconds_ci95
cubic,,single-bottleneck,codel,10ms,1,8s,50Mbps,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f,1,32.530745,nan,12.778673333333334,nan,19.658019999999983,nan,3.503073860525044,nan,12.24,nan,22.08,nan,92.07861851851851,nan,0.0,nan,3.0,nan,3.929204225540161,nan
cubic,,two-bottleneck,codel,10ms,1,8s,50Mbps,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f,1,32.533645,nan,13.091103333333335,nan,20.49640499999998,nan,3.377350013301624,nan,12.24,nan,22.56,nan,95.4252814159292,nan,0.0,nan,3.0,nan,3.854668140411377,nan
