run_id,returncode,first_tcp,second_tcp,topology,queue,base_rtt,ecn,rng_run,stop_time,link_rate,throughput_mean_mbps,throughput_p05_mbps,throughput_p95_mbps,second_throughput_mean_mbps,ping_rtt_mean_ms,ping_rtt_p95_ms,queue_delay_mean_ms,queue_delay_p95_ms,queue_delay_max_ms,cwnd_mean_segments,drop_count,mark_count,elapsed_wall_seconds,git_commit
topology-single-bottleneck_tcp-cubic_queue-codel_rtt-10ms_ecn-1_run-1,0,cubic,,single-bottleneck,codel,10ms,1,1,8s,50Mbps,32.530745,0.0,48.192299999999996,nan,12.778673333333334,19.658019999999983,3.503073860525044,12.24,22.08,92.07861851851851,0,3,3.929204225540161,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
topology-two-bottleneck_tcp-cubic_queue-codel_rtt-10ms_ecn-1_run-1,0,cubic,,two-bottleneck,codel,10ms,1,1,8s,50Mbps,32.533645,0.0,48.2474,nan,13.091103333333335,20.49640499999998,3.377350013301624,12.24,22.56,95.4252814159292,0,3,3.854668140411377,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
