#Time(s) qlen(pkts) qlen(us)
4.66 193 231 0.12, 0.14, 0.10, 0.16, 0.13, 0.13, 0.14, 0.13, 0.16, 0.13, 0.15, 0.12, 0.15, 0.11, 0.13, 0.18, 0.13, 0.13, 0.12, 0.14, 0.15, 0.12, 0.17, 0.16, 0.15, 0.13, 0.14, 0.13, 0.15, 0.14, 0.14, 0.12, 0.11, 0.13, 0.17, 0.15, 0.11, 0.12, 0.16, 0.14, 
4.67 194 232 0.11, 0.15, 0.11, 0.16, 0.19, 0.10, 0.14, 0.15, 0.12, 0.13, 0.15, 0.11, 0.16, 0.14, 0.13, 0.14, 0.13, 0.11, 0.11, 0.12, 0.17, 0.19, 0.19, 0.16, 0.12, 0.20, 0.17, 0.11, 0.15, 0.14, 0.15, 0.18, 0.14, 0.13, 0.16, 0.11, 0.12, 0.16, 0.14, 0.11, 
4.68 193 231 0.15, 0.17, 0.09, 0.13, 0.18, 0.17, 0.14, 0.12, 0.15, 0.14, 0.13, 0.17, 0.18, 0.18, 0.17, 0.13, 0.18, 0.14, 0.16, 0.20, 0.16, 0.13, 0.12, 0.14, 0.13, 0.19, 0.15, 0.13, 0.17, 0.15, 0.17, 0.12, 0.17, 0.10, 0.17, 0.13, 0.15, 0.11, 0.14, 0.15, 
4.69 196 235 0.17, 0.17, 0.11, 0.17, 0.18, 0.19, 0.16, 0.14, 0.12, 0.12, 0.10, 0.11, 0.11, 0.14, 0.14, 0.14, 0.14, 0.14, 0.12, 0.11, 0.16, 0.16, 0.15, 0.16, 0.13, 0.15, 0.09, 0.17, 0.12, 0.13, 0.17, 0.17, 0.11, 0.13, 0.16, 0.14, 0.20, 0.14, 0.10, 0.20, 
4.70 189 226 0.12, 0.13, 0.15, 0.14, 0.17, 0.21, 0.14, 0.17, 0.13, 0.21, 0.15, 0.15, 0.12, 0.13, 0.16, 0.14, 0.15, 0.14, 0.12, 0.12, 0.16, 0.15, 0.17, 0.18, 0.19, 0.12, 0.12, 0.15, 0.15, 0.15, 0.18, 0.12, 0.17, 0.15, 0.18, 0.13, 0.15, 0.12, 0.15, 0.17, 
4.71 202 242 0.13, 0.09, 0.13, 0.16, 0.15, 0.14, 0.12, 0.14, 0.13, 0.16, 0.15, 0.13, 0.14, 0.16, 0.16, 0.18, 0.14, 0.11, 0.13, 0.10, 0.13, 0.13, 0.12, 0.19, 0.22, 0.17, 0.13, 0.22, 0.13, 0.15, 0.11, 0.13, 0.15, 0.16, 0.18, 0.14, 0.13, 0.16, 0.13, 0.23, 
4.72 201 241 0.10, 0.12, 0.11, 0.13, 0.17, 0.14, 0.24, 0.14, 0.17, 0.15, 0.20, 0.13, 0.16, 0.12, 0.18, 0.15, 0.13, 0.10, 0.12, 0.14, 0.16, 0.15, 0.10, 0.16, 0.12, 0.14, 0.15, 0.17, 0.14, 0.15, 0.12, 0.16, 0.13, 0.12, 0.13, 0.12, 0.13, 0.13, 0.14, 0.21, 
4.73 187 224 0.14, 0.15, 0.16, 0.18, 0.14, 0.18, 0.18, 0.17, 0.11, 0.14, 0.12, 0.17, 0.14, 0.12, 0.15, 0.11, 0.15, 0.13, 0.11, 0.14, 0.15, 0.20, 0.15, 0.16, 0.12, 0.17, 0.16, 0.15, 0.16, 0.16, 0.13, 0.12, 0.11, 0.17, 0.12, 0.15, 0.12, 0.15, 0.13, 0.16, 
4.74 203 243 0.21, 0.11, 0.14, 0.13, 0.17, 0.20, 0.11, 0.10, 0.14, 0.19, 0.13, 0.14, 0.15, 0.15, 0.13, 0.15, 0.14, 0.16, 0.14, 0.15, 0.20, 0.11, 0.12, 0.13, 0.12, 0.17, 0.14, 0.14, 0.21, 0.11, 0.17, 0.16, 0.14, 0.17, 0.16, 0.15, 0.13, 0.12, 0.15, 0.14, 
4.75 180 216 0.20, 0.12, 0.18, 0.11, 0.18, 0.16, 0.13, 0.12, 0.14, 0.21, 0.13, 0.15, 0.16, 0.12, 0.15, 0.13, 0.16, 0.18, 0.20, 0.19, 0.10, 0.14, 0.15, 0.09, 0.14, 0.21, 0.15, 0.21, 0.15, 0.11, 0.17, 0.16, 0.10, 0.17, 0.09, 0.14, 0.15, 0.13, 0.13, 0.15, 
4.76 190 228 0.17, 0.12, 0.13, 0.16, 0.15, 0.16, 0.16, 0.14, 0.14, 0.14, 0.13, 0.12, 0.16, 0.11, 0.12, 0.14, 0.12, 0.20, 0.16, 0.17, 0.18, 0.15, 0.15, 0.20, 0.15, 0.16, 0.16, 0.14, 0.13, 0.14, 0.20, 0.16, 0.16, 0.10, 0.11, 0.16, 0.12, 0.20, 0.14, 0.18, 
4.77 188 225 0.16, 0.12, 0.14, 0.14, 0.11, 0.16, 0.13, 0.13, 0.11, 0.12, 0.15, 0.14, 0.16, 0.16, 0.10, 0.12, 0.19, 0.15, 0.16, 0.14, 0.15, 0.15, 0.11, 0.16, 0.12, 0.13, 0.12, 0.12, 0.16, 0.15, 0.13, 0.14, 0.18, 0.14, 0.14, 0.21, 0.18, 0.12, 0.12, 0.13, 
4.78 195 234 0.14, 0.17, 0.16, 0.12, 0.14, 0.18, 0.12, 0.13, 0.16, 0.16, 0.14, 0.17, 0.18, 0.16, 0.11, 0.16, 0.22, 0.19, 0.15, 0.21, 0.10, 0.15, 0.15, 0.13, 0.14, 0.16, 0.16, 0.14, 0.18, 0.15, 0.17, 0.17, 0.17, 0.12, 0.16, 0.13, 0.11, 0.17, 0.13, 0.15, 
4.79 197 236 0.12, 0.15, 0.15, 0.12, 0.13, 0.09, 0.16, 0.16, 0.11, 0.12, 0.09, 0.15, 0.12, 0.12, 0.11, 0.13, 0.17, 0.18, 0.18, 0.16, 0.11, 0.11, 0.14, 0.09, 0.14, 0.17, 0.13, 0.13, 0.14, 0.17, 0.14, 0.20, 0.12, 0.12, 0.23, 0.13, 0.11, 0.12, 0.14, 0.12, 
4.80 196 235 0.12, 0.15, 0.18, 0.19, 0.21, 0.16, 0.14, 0.10, 0.16, 0.13, 0.12, 0.15, 0.19, 0.13, 0.14, 0.20, 0.14, 0.19, 0.20, 0.14, 0.14, 0.12, 0.12, 0.13, 0.13, 0.13, 0.15, 0.14, 0.14, 0.12, 0.10, 0.17, 0.13, 0.16, 0.15, 0.13, 0.18, 0.13, 0.16, 0.15, 
4.81 193 231 0.12, 0.16, 0.15, 0.20, 0.13, 0.17, 0.15, 0.15, 0.13, 0.14, 0.13, 0.15, 0.13, 0.15, 0.16, 0.12, 0.16, 0.12, 0.18, 0.15, 0.13, 0.15, 0.25, 0.11, 0.14, 0.11, 0.11, 0.17, 0.17, 0.15, 0.11, 0.22, 0.15, 0.11, 0.15, 0.12, 0.19, 0.10, 0.16, 0.15, 
4.82 204 244 0.13, 0.14, 0.16, 0.16, 0.14, 0.13, 0.13, 0.18, 0.11, 0.18, 0.15, 0.19, 0.18, 0.15, 0.12, 0.13, 0.14, 0.10, 0.13, 0.18, 0.12, 0.20, 0.22, 0.12, 0.14, 0.12, 0.13, 0.18, 0.16, 0.13, 0.13, 0.11, 0.12, 0.13, 0.12, 0.14, 0.18, 0.17, 0.14, 0.14, 
4.83 188 225 0.14, 0.16, 0.13, 0.11, 0.13, 0.18, 0.16, 0.15, 0.12, 0.15, 0.17, 0.14, 0.12, 0.15, 0.12, 0.18, 0.18, 0.16, 0.15, 0.18, 0.17, 0.17, 0.12, 0.11, 0.14, 0.15, 0.14, 0.13, 0.12, 0.13, 0.12, 0.14, 0.12, 0.16, 0.15, 0.13, 0.15, 0.18, 0.12, 0.14, 
4.84 183 219 0.11, 0.19, 0.18, 0.19, 0.13, 0.13, 0.16, 0.12, 0.15, 0.12, 0.14, 0.16, 0.12, 0.15, 0.13, 0.17, 0.12, 0.15, 0.19, 0.19, 0.17, 0.21, 0.17, 0.11, 0.16, 0.14, 0.15, 0.21, 0.15, 0.15, 0.12, 0.13, 0.11, 0.15, 0.13, 0.13, 0.18, 0.15, 0.12, 0.12, 
4.85 196 235 0.10, 0.09, 0.13, 0.18, 0.12, 0.13, 0.17, 0.14, 0.12, 0.13, 0.14, 0.11, 0.17, 0.22, 0.11, 0.10, 0.16, 0.19, 0.24, 0.19, 0.14, 0.13, 0.11, 0.18, 0.11, 0.16, 0.15, 0.17, 0.14, 0.13, 0.14, 0.15, 0.10, 0.13, 0.16, 0.18, 0.15, 0.17, 0.12, 0.14, 
4.86 192 230 0.13, 0.07, 0.18, 0.15, 0.12, 0.16, 0.16, 0.10, 0.16, 0.13, 0.13, 0.12, 0.19, 0.16, 0.15, 0.12, 0.11, 0.19, 0.16, 0.11, 0.12, 0.18, 0.18, 0.14, 0.11, 0.20, 0.19, 0.15, 0.17, 0.14, 0.15, 0.09, 0.14, 0.16, 0.11, 0.14, 0.12, 0.22, 0.11, 0.15, 
4.87 209 250 0.09, 0.15, 0.10, 0.11, 0.12, 0.12, 0.15, 0.12, 0.16, 0.12, 0.12, 0.13, 0.22, 0.16, 0.13, 0.12, 0.15, 0.13, 0.10, 0.10, 0.12, 0.14, 0.15, 0.15, 0.12, 0.16, 0.16, 0.15, 0.13, 0.14, 0.14, 0.12, 0.16, 0.12, 0.16, 0.17, 0.14, 0.18, 0.15, 0.11, 
4.88 184 220 0.12, 0.11, 0.14, 0.15, 0.17, 0.11, 0.19, 0.16, 0.16, 0.15, 0.19, 0.13, 0.15, 0.20, 0.14, 0.15, 0.15, 0.11, 0.10, 0.14, 0.17, 0.12, 0.15, 0.12, 0.20, 0.12, 0.13, 0.12, 0.12, 0.19, 0.11, 0.12, 0.14, 0.18, 0.19, 0.15, 0.14, 0.11, 0.12, 0.10, 
4.89 198 237 0.15, 0.13, 0.16, 0.12, 0.19, 0.14, 0.17, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.15, 0.15, 0.14, 0.14, 0.14, 0.12, 0.12, 0.14, 0.13, 0.10, 0.12, 0.14, 0.16, 0.16, 0.20, 0.09, 0.15, 0.16, 0.16, 0.12, 0.14, 0.11, 0.10, 0.14, 0.15, 
4.90 196 235 0.12, 0.12, 0.14, 0.14, 0.14, 0.15, 0.11, 0.18, 0.13, 0.15, 0.17, 0.15, 0.14, 0.16, 0.13, 0.12, 0.21, 0.16, 0.16, 0.12, 0.16, 0.10, 0.13, 0.09, 0.12, 0.17, 0.13, 0.14, 0.18, 0.16, 0.18, 0.13, 0.14, 0.15, 0.16, 0.15, 0.16, 0.13, 0.16, 0.15, 
4.91 188 225 0.13, 0.12, 0.13, 0.15, 0.12, 0.13, 0.16, 0.17, 0.14, 0.15, 0.16, 0.14, 0.13, 0.17, 0.11, 0.14, 0.17, 0.14, 0.17, 0.17, 0.16, 0.16, 0.15, 0.12, 0.14, 0.17, 0.16, 0.18, 0.19, 0.16, 0.16, 0.12, 0.13, 0.15, 0.11, 0.17, 0.15, 0.17, 0.18, 0.09, 
4.92 182 218 0.10, 0.16, 0.13, 0.18, 0.15, 0.19, 0.13, 0.18, 0.15, 0.11, 0.09, 0.14, 0.12, 0.17, 0.10, 0.17, 0.16, 0.15, 0.17, 0.16, 0.12, 0.16, 0.15, 0.21, 0.12, 0.16, 0.19, 0.13, 0.16, 0.13, 0.16, 0.15, 0.18, 0.17, 0.14, 0.15, 0.12, 0.15, 0.15, 0.13, 
4.93 185 222 0.14, 0.18, 0.15, 0.11, 0.21, 0.18, 0.15, 0.15, 0.15, 0.12, 0.13, 0.18, 0.18, 0.11, 0.12, 0.14, 0.13, 0.19, 0.12, 0.15, 0.12, 0.17, 0.15, 0.12, 0.08, 0.13, 0.15, 0.15, 0.13, 0.12, 0.16, 0.12, 0.24, 0.13, 0.16, 0.18, 0.12, 0.11, 0.13, 0.15, 
4.94 194 232 0.12, 0.20, 0.13, 0.13, 0.17, 0.16, 0.17, 0.17, 0.15, 0.22, 0.10, 0.15, 0.15, 0.16, 0.14, 0.14, 0.14, 0.19, 0.13, 0.14, 0.10, 0.16, 0.16, 0.12, 0.10, 0.18, 0.16, 0.12, 0.11, 0.10, 0.13, 0.12, 0.15, 0.15, 0.14, 0.13, 0.15, 0.13, 0.18, 0.10, 
4.95 191 229 0.14, 0.20, 0.15, 0.13, 0.16, 0.20, 0.14, 0.15, 0.16, 0.11, 0.12, 0.11, 0.12, 0.15, 0.17, 0.14, 0.17, 0.14, 0.14, 0.21, 0.12, 0.17, 0.15, 0.15, 0.13, 0.18, 0.15, 0.14, 0.13, 0.17, 0.17, 0.12, 0.13, 0.14, 0.16, 0.13, 0.14, 0.15, 0.15, 0.13, 
4.96 209 250 0.11, 0.12, 0.13, 0.13, 0.12, 0.14, 0.16, 0.15, 0.12, 0.13, 0.12, 0.14, 0.12, 0.11, 0.11, 0.13, 0.16, 0.16, 0.15, 0.16, 0.13, 0.14, 0.14, 0.20, 0.16, 0.21, 0.14, 0.16, 0.16, 0.14, 0.13, 0.14, 0.17, 0.18, 0.17, 0.13, 0.10, 0.15, 0.13, 0.13, 
4.97 199 238 0.10, 0.11, 0.16, 0.12, 0.16, 0.14, 0.13, 0.15, 0.14, 0.17, 0.13, 0.13, 0.14, 0.15, 0.19, 0.09, 0.09, 0.16, 0.12, 0.20, 0.11, 0.14, 0.10, 0.22, 0.21, 0.19, 0.14, 0.18, 0.18, 0.18, 0.14, 0.16, 0.16, 0.23, 0.15, 0.15, 0.15, 0.14, 0.12, 0.14, 
4.98 188 225 0.10, 0.18, 0.12, 0.11, 0.14, 0.14, 0.16, 0.13, 0.11, 0.13, 0.16, 0.19, 0.13, 0.16, 0.13, 0.13, 0.13, 0.18, 0.17, 0.18, 0.17, 0.10, 0.13, 0.19, 0.13, 0.19, 0.12, 0.16, 0.15, 0.14, 0.11, 0.15, 0.13, 0.12, 0.19, 0.17, 0.11, 0.14, 0.14, 0.17, 
4.99 193 231 0.09, 0.15, 0.12, 0.15, 0.15, 0.15, 0.13, 0.13, 0.14, 0.13, 0.13, 0.14, 0.13, 0.10, 0.13, 0.16, 0.17, 0.16, 0.16, 0.15, 0.19, 0.14, 0.20, 0.15, 0.17, 0.19, 0.13, 0.14, 0.16, 0.11, 0.14, 0.11, 0.16, 0.13, 0.18, 0.19, 0.10, 0.14, 0.17, 0.15, 
5.00 201 241 0.17, 0.16, 0.15, 0.12, 0.11, 0.16, 0.11, 0.10, 0.14, 0.12, 0.18, 0.11, 0.13, 0.13, 0.18, 0.14, 0.16, 0.11, 0.09, 0.18, 0.17, 0.18, 0.20, 0.13, 0.12, 0.15, 0.12, 0.13, 0.11, 0.13, 0.13, 0.14, 0.14, 0.13, 0.15, 0.12, 0.13, 0.15, 0.14, 0.12, 
