#Time(s) qlen(pkts) qlen(us)
4.29 172 206 0.07, 0.09, 0.10, 0.07, 0.12, 0.07, 0.07, 0.07, 0.10, 0.07, 0.08, 0.09, 0.07, 0.08, 0.10, 0.08, 0.09, 0.09, 0.12, 0.08, 
4.30 175 210 0.07, 0.07, 0.08, 0.10, 0.10, 0.08, 0.07, 0.09, 0.08, 0.09, 0.06, 0.08, 0.08, 0.08, 0.07, 0.10, 0.08, 0.08, 0.08, 0.09, 
4.31 176 211 0.07, 0.09, 0.10, 0.09, 0.07, 0.09, 0.07, 0.12, 0.07, 0.08, 0.07, 0.06, 0.06, 0.09, 0.09, 0.09, 0.08, 0.09, 0.06, 0.10, 
4.32 173 207 0.09, 0.07, 0.08, 0.07, 0.08, 0.09, 0.06, 0.08, 0.09, 0.07, 0.09, 0.07, 0.08, 0.10, 0.12, 0.08, 0.07, 0.07, 0.07, 0.07, 
4.33 176 211 0.09, 0.10, 0.12, 0.06, 0.08, 0.07, 0.07, 0.07, 0.07, 0.08, 0.13, 0.07, 0.06, 0.09, 0.09, 0.08, 0.08, 0.05, 0.07, 0.08, 
4.34 177 212 0.09, 0.09, 0.07, 0.08, 0.08, 0.07, 0.07, 0.07, 0.08, 0.07, 0.08, 0.08, 0.06, 0.11, 0.07, 0.10, 0.10, 0.08, 0.06, 0.06, 
4.35 174 208 0.08, 0.08, 0.05, 0.07, 0.08, 0.08, 0.09, 0.07, 0.09, 0.07, 0.11, 0.06, 0.09, 0.08, 0.07, 0.07, 0.09, 0.08, 0.10, 0.06, 
4.36 173 207 0.07, 0.07, 0.10, 0.10, 0.09, 0.08, 0.09, 0.10, 0.07, 0.09, 0.06, 0.10, 0.10, 0.10, 0.06, 0.08, 0.08, 0.09, 0.08, 0.08, 
4.37 179 214 0.07, 0.09, 0.09, 0.10, 0.07, 0.10, 0.08, 0.07, 0.08, 0.07, 0.07, 0.08, 0.09, 0.06, 0.10, 0.07, 0.09, 0.08, 0.07, 0.09, 
4.38 177 212 0.08, 0.10, 0.11, 0.08, 0.09, 0.09, 0.09, 0.07, 0.06, 0.08, 0.06, 0.07, 0.09, 0.09, 0.05, 0.11, 0.10, 0.09, 0.07, 0.11, 
4.39 176 211 0.09, 0.10, 0.07, 0.10, 0.08, 0.07, 0.09, 0.08, 0.07, 0.08, 0.09, 0.08, 0.08, 0.06, 0.07, 0.09, 0.10, 0.09, 0.05, 0.09, 
4.40 181 217 0.07, 0.09, 0.08, 0.08, 0.06, 0.11, 0.09, 0.07, 0.07, 0.08, 0.08, 0.07, 0.06, 0.07, 0.07, 0.05, 0.08, 0.08, 0.09, 0.06, 
4.41 174 208 0.06, 0.15, 0.09, 0.11, 0.10, 0.08, 0.06, 0.07, 0.08, 0.11, 0.08, 0.10, 0.07, 0.07, 0.09, 0.05, 0.06, 0.09, 0.09, 0.06, 
4.42 176 211 0.06, 0.07, 0.07, 0.09, 0.08, 0.08, 0.08, 0.12, 0.08, 0.11, 0.08, 0.07, 0.10, 0.07, 0.07, 0.07, 0.09, 0.08, 0.06, 0.06, 
4.43 180 216 0.06, 0.08, 0.07, 0.08, 0.09, 0.08, 0.08, 0.08, 0.07, 0.09, 0.10, 0.08, 0.08, 0.08, 0.06, 0.08, 0.10, 0.09, 0.06, 0.07, 
4.44 173 207 0.07, 0.06, 0.11, 0.08, 0.06, 0.09, 0.09, 0.09, 0.07, 0.07, 0.09, 0.07, 0.08, 0.08, 0.07, 0.07, 0.06, 0.10, 0.08, 0.09, 
4.45 176 211 0.07, 0.08, 0.08, 0.06, 0.08, 0.08, 0.09, 0.08, 0.09, 0.06, 0.09, 0.08, 0.07, 0.11, 0.08, 0.07, 0.06, 0.09, 0.08, 0.07, 
4.46 178 213 0.09, 0.09, 0.10, 0.07, 0.09, 0.09, 0.08, 0.06, 0.09, 0.09, 0.10, 0.06, 0.06, 0.10, 0.08, 0.08, 0.06, 0.07, 0.09, 0.08, 
4.47 182 218 0.06, 0.08, 0.09, 0.08, 0.08, 0.07, 0.08, 0.07, 0.10, 0.08, 0.09, 0.08, 0.08, 0.09, 0.10, 0.07, 0.10, 0.08, 0.08, 0.06, 
4.48 175 210 0.05, 0.08, 0.09, 0.11, 0.07, 0.10, 0.09, 0.10, 0.07, 0.07, 0.08, 0.07, 0.06, 0.07, 0.09, 0.07, 0.07, 0.10, 0.11, 0.06, 
4.49 182 218 0.08, 0.14, 0.08, 0.07, 0.06, 0.11, 0.09, 0.07, 0.09, 0.07, 0.08, 0.07, 0.07, 0.10, 0.07, 0.09, 0.08, 0.08, 0.10, 0.07, 
4.50 176 211 0.10, 0.08, 0.07, 0.08, 0.07, 0.09, 0.07, 0.07, 0.10, 0.08, 0.07, 0.06, 0.10, 0.08, 0.07, 0.09, 0.09, 0.07, 0.07, 0.07, 
4.51 175 210 0.09, 0.08, 0.08, 0.10, 0.10, 0.05, 0.09, 0.07, 0.08, 0.07, 0.09, 0.08, 0.09, 0.07, 0.07, 0.09, 0.10, 0.08, 0.11, 0.06, 
4.52 174 208 0.08, 0.10, 0.08, 0.09, 0.07, 0.08, 0.09, 0.08, 0.07, 0.06, 0.06, 0.08, 0.08, 0.05, 0.07, 0.10, 0.08, 0.08, 0.09, 0.10, 
4.53 183 219 0.08, 0.09, 0.08, 0.07, 0.10, 0.08, 0.09, 0.08, 0.07, 0.08, 0.07, 0.11, 0.08, 0.06, 0.07, 0.09, 0.08, 0.07, 0.09, 0.07, 
4.54 181 217 0.07, 0.08, 0.07, 0.09, 0.09, 0.08, 0.09, 0.07, 0.08, 0.06, 0.09, 0.10, 0.06, 0.06, 0.06, 0.08, 0.07, 0.07, 0.07, 0.08, 
4.55 186 223 0.08, 0.09, 0.08, 0.09, 0.11, 0.08, 0.09, 0.08, 0.07, 0.06, 0.07, 0.08, 0.07, 0.09, 0.07, 0.08, 0.07, 0.06, 0.08, 0.06, 
4.56 175 210 0.08, 0.10, 0.08, 0.07, 0.09, 0.06, 0.08, 0.10, 0.07, 0.05, 0.07, 0.09, 0.07, 0.08, 0.09, 0.07, 0.09, 0.06, 0.07, 0.06, 
4.57 176 211 0.07, 0.08, 0.08, 0.06, 0.09, 0.08, 0.07, 0.10, 0.05, 0.06, 0.07, 0.09, 0.07, 0.08, 0.11, 0.11, 0.11, 0.08, 0.08, 0.07, 
4.58 172 206 0.06, 0.06, 0.09, 0.07, 0.08, 0.07, 0.07, 0.08, 0.09, 0.09, 0.07, 0.10, 0.07, 0.09, 0.10, 0.09, 0.10, 0.06, 0.08, 0.06, 
4.59 177 212 0.06, 0.09, 0.06, 0.09, 0.08, 0.08, 0.06, 0.10, 0.09, 0.09, 0.08, 0.07, 0.09, 0.05, 0.07, 0.06, 0.08, 0.09, 0.09, 0.06, 
4.60 179 214 0.08, 0.08, 0.08, 0.08, 0.06, 0.06, 0.11, 0.10, 0.06, 0.09, 0.08, 0.09, 0.07, 0.07, 0.10, 0.12, 0.07, 0.13, 0.11, 0.09, 
4.61 173 207 0.11, 0.07, 0.07, 0.07, 0.09, 0.07, 0.07, 0.07, 0.07, 0.13, 0.07, 0.08, 0.06, 0.09, 0.08, 0.08, 0.06, 0.08, 0.08, 0.09, 
4.62 174 208 0.09, 0.07, 0.06, 0.10, 0.06, 0.07, 0.07, 0.09, 0.09, 0.07, 0.08, 0.09, 0.08, 0.08, 0.09, 0.06, 0.10, 0.06, 0.06, 0.08, 
4.63 177 212 0.09, 0.09, 0.07, 0.08, 0.07, 0.10, 0.07, 0.07, 0.06, 0.09, 0.08, 0.09, 0.09, 0.09, 0.08, 0.07, 0.06, 0.08, 0.08, 0.08, 
4.64 172 206 0.07, 0.05, 0.06, 0.11, 0.11, 0.09, 0.08, 0.07, 0.07, 0.09, 0.07, 0.11, 0.09, 0.09, 0.07, 0.08, 0.07, 0.08, 0.06, 0.06, 
4.65 178 213 0.05, 0.09, 0.10, 0.08, 0.09, 0.08, 0.07, 0.06, 0.07, 0.07, 0.06, 0.07, 0.07, 0.06, 0.10, 0.08, 0.09, 0.08, 0.07, 0.09, 
4.66 179 214 0.06, 0.07, 0.10, 0.10, 0.06, 0.09, 0.08, 0.06, 0.07, 0.11, 0.07, 0.08, 0.10, 0.07, 0.05, 0.09, 0.06, 0.08, 0.07, 0.06, 
4.67 175 210 0.08, 0.07, 0.09, 0.09, 0.08, 0.08, 0.09, 0.07, 0.07, 0.08, 0.07, 0.07, 0.08, 0.07, 0.08, 0.08, 0.10, 0.08, 0.08, 0.07, 
4.68 173 207 0.09, 0.10, 0.07, 0.08, 0.08, 0.07, 0.07, 0.09, 0.11, 0.08, 0.09, 0.06, 0.06, 0.09, 0.06, 0.08, 0.07, 0.07, 0.10, 0.07, 
4.69 173 207 0.08, 0.09, 0.08, 0.10, 0.10, 0.06, 0.11, 0.08, 0.06, 0.07, 0.10, 0.08, 0.07, 0.07, 0.07, 0.09, 0.09, 0.07, 0.09, 0.05, 
4.70 174 208 0.08, 0.09, 0.10, 0.08, 0.07, 0.07, 0.07, 0.08, 0.07, 0.08, 0.07, 0.07, 0.08, 0.07, 0.08, 0.09, 0.07, 0.08, 0.07, 0.08, 
4.71 171 205 0.07, 0.08, 0.11, 0.09, 0.06, 0.07, 0.07, 0.10, 0.10, 0.06, 0.09, 0.05, 0.09, 0.09, 0.08, 0.11, 0.10, 0.06, 0.05, 0.09, 
4.72 176 211 0.06, 0.08, 0.10, 0.12, 0.07, 0.08, 0.07, 0.09, 0.09, 0.06, 0.07, 0.07, 0.09, 0.05, 0.08, 0.05, 0.07, 0.09, 0.07, 0.10, 
4.73 175 210 0.08, 0.07, 0.11, 0.10, 0.07, 0.08, 0.07, 0.07, 0.08, 0.08, 0.06, 0.06, 0.09, 0.07, 0.07, 0.08, 0.10, 0.10, 0.09, 0.07, 
4.74 175 210 0.08, 0.07, 0.08, 0.08, 0.06, 0.07, 0.08, 0.08, 0.07, 0.08, 0.07, 0.08, 0.07, 0.06, 0.09, 0.07, 0.05, 0.13, 0.10, 0.06, 
4.75 178 213 0.09, 0.09, 0.06, 0.09, 0.06, 0.10, 0.06, 0.07, 0.08, 0.09, 0.07, 0.06, 0.07, 0.09, 0.09, 0.07, 0.10, 0.09, 0.07, 0.09, 
4.76 169 202 0.10, 0.08, 0.07, 0.07, 0.08, 0.08, 0.08, 0.07, 0.09, 0.08, 0.09, 0.08, 0.06, 0.08, 0.08, 0.10, 0.08, 0.08, 0.07, 0.08, 
4.77 181 217 0.10, 0.08, 0.11, 0.07, 0.08, 0.08, 0.06, 0.08, 0.05, 0.06, 0.09, 0.08, 0.08, 0.07, 0.10, 0.08, 0.13, 0.11, 0.09, 0.07, 
4.78 179 214 0.08, 0.07, 0.10, 0.06, 0.07, 0.09, 0.08, 0.10, 0.06, 0.09, 0.08, 0.07, 0.06, 0.09, 0.07, 0.10, 0.09, 0.09, 0.07, 0.07, 
4.79 175 210 0.08, 0.07, 0.10, 0.07, 0.05, 0.08, 0.07, 0.12, 0.08, 0.08, 0.08, 0.08, 0.09, 0.08, 0.07, 0.09, 0.09, 0.07, 0.08, 0.10, 
4.80 176 211 0.10, 0.07, 0.07, 0.10, 0.06, 0.05, 0.06, 0.10, 0.07, 0.08, 0.08, 0.05, 0.08, 0.06, 0.11, 0.08, 0.11, 0.06, 0.08, 0.07, 
4.81 178 213 0.11, 0.09, 0.08, 0.09, 0.08, 0.08, 0.06, 0.07, 0.07, 0.08, 0.07, 0.08, 0.08, 0.08, 0.10, 0.08, 0.07, 0.08, 0.07, 0.09, 
4.82 185 222 0.07, 0.07, 0.10, 0.09, 0.08, 0.09, 0.06, 0.07, 0.07, 0.06, 0.09, 0.10, 0.06, 0.06, 0.08, 0.08, 0.09, 0.09, 0.08, 0.09, 
4.83 183 219 0.11, 0.08, 0.08, 0.10, 0.07, 0.06, 0.06, 0.06, 0.09, 0.08, 0.08, 0.08, 0.08, 0.07, 0.05, 0.08, 0.07, 0.11, 0.10, 0.10, 
4.84 178 213 0.06, 0.07, 0.09, 0.08, 0.11, 0.08, 0.07, 0.07, 0.08, 0.08, 0.07, 0.07, 0.10, 0.08, 0.06, 0.07, 0.07, 0.05, 0.08, 0.07, 
4.85 182 218 0.07, 0.07, 0.09, 0.08, 0.07, 0.12, 0.08, 0.07, 0.09, 0.06, 0.06, 0.08, 0.09, 0.10, 0.08, 0.07, 0.08, 0.08, 0.08, 0.07, 
4.86 179 214 0.10, 0.10, 0.07, 0.07, 0.08, 0.09, 0.08, 0.10, 0.08, 0.07, 0.07, 0.07, 0.07, 0.09, 0.06, 0.06, 0.09, 0.08, 0.06, 0.08, 
4.87 175 210 0.09, 0.06, 0.07, 0.08, 0.09, 0.07, 0.07, 0.08, 0.10, 0.08, 0.08, 0.11, 0.06, 0.05, 0.05, 0.08, 0.10, 0.09, 0.07, 0.09, 
4.88 177 212 0.10, 0.07, 0.05, 0.08, 0.10, 0.09, 0.06, 0.09, 0.09, 0.08, 0.08, 0.07, 0.09, 0.06, 0.09, 0.08, 0.07, 0.10, 0.07, 0.07, 
4.89 175 210 0.10, 0.09, 0.07, 0.09, 0.08, 0.07, 0.08, 0.08, 0.09, 0.08, 0.08, 0.09, 0.07, 0.07, 0.07, 0.09, 0.10, 0.09, 0.07, 0.08, 
4.90 181 217 0.09, 0.08, 0.07, 0.05, 0.07, 0.09, 0.06, 0.10, 0.08, 0.09, 0.08, 0.10, 0.09, 0.08, 0.06, 0.08, 0.08, 0.08, 0.09, 0.07, 
4.91 177 212 0.06, 0.07, 0.06, 0.05, 0.06, 0.08, 0.09, 0.08, 0.08, 0.06, 0.07, 0.08, 0.07, 0.09, 0.08, 0.10, 0.07, 0.10, 0.07, 0.08, 
4.92 172 206 0.06, 0.08, 0.08, 0.07, 0.08, 0.08, 0.06, 0.05, 0.07, 0.07, 0.09, 0.06, 0.09, 0.11, 0.08, 0.07, 0.08, 0.08, 0.09, 0.07, 
4.93 171 205 0.07, 0.09, 0.06, 0.06, 0.09, 0.06, 0.07, 0.09, 0.08, 0.07, 0.08, 0.07, 0.08, 0.10, 0.11, 0.06, 0.07, 0.09, 0.09, 0.06, 
4.94 174 208 0.11, 0.11, 0.08, 0.07, 0.09, 0.06, 0.08, 0.09, 0.07, 0.08, 0.07, 0.07, 0.06, 0.07, 0.08, 0.08, 0.10, 0.07, 0.10, 0.07, 
4.95 171 205 0.09, 0.12, 0.06, 0.09, 0.08, 0.08, 0.09, 0.09, 0.08, 0.08, 0.09, 0.06, 0.07, 0.08, 0.07, 0.07, 0.09, 0.06, 0.06, 0.09, 
4.96 175 210 0.08, 0.07, 0.09, 0.06, 0.09, 0.09, 0.06, 0.09, 0.09, 0.11, 0.07, 0.06, 0.08, 0.06, 0.06, 0.07, 0.08, 0.06, 0.06, 0.07, 
4.97 169 202 0.07, 0.08, 0.10, 0.10, 0.09, 0.07, 0.10, 0.07, 0.08, 0.09, 0.08, 0.06, 0.07, 0.07, 0.09, 0.09, 0.08, 0.06, 0.08, 0.08, 
4.98 185 222 0.09, 0.07, 0.08, 0.06, 0.09, 0.08, 0.07, 0.07, 0.09, 0.07, 0.06, 0.07, 0.08, 0.07, 0.07, 0.07, 0.08, 0.06, 0.05, 0.08, 
4.99 173 207 0.07, 0.07, 0.09, 0.10, 0.09, 0.09, 0.08, 0.09, 0.09, 0.06, 0.08, 0.08, 0.08, 0.08, 0.08, 0.06, 0.10, 0.06, 0.07, 0.08, 
5.00 172 206 0.07, 0.08, 0.06, 0.09, 0.08, 0.08, 0.08, 0.10, 0.09, 0.07, 0.07, 0.08, 0.09, 0.07, 0.08, 0.08, 0.08, 0.06, 0.09, 0.08, 
